,text,affect_isr,affect_pal,attitude
1415,ужасный антисемитизм  ,2,0,0
708,"Бедняги, видят антисемитизм повсюду.  ",1,2,1
1246,"Действительно, сионистские поступки сами вызывают антисемитизм. И все это при их умственном уровне.",1,2,1
874,Палестинцы дикари,2,0,0
310,"Антисемитизм — это не просто предрассудок, это преступление против человечества.",2,0,0
1236,Сионистское поведение приводит к росту антисемитизма. И при этом их называют самыми умными.,1,2,1
1293,"Как Израиль оправдается за тысячи убитых детей? Это продолжается много лет, 73 года, не началось недавно. Почему убивали их? Может, знаешь?",1,2,1
1679,чтобы это прошло с минимальным ущербом для Израиля,0,2,0
41,"Евреи вернулись домой в 1948 году, и теперь они на своей исторической земле. Иерусалим принадлежит им по праву!",0,2,0
1058,У него антисемитизм из-за маленького члена. Вымещает обиды.,2,0,0
76,Израиль ведёт войну с исламским терроризмом и экстремизмом,2,0,0
1201,👋🙏☝️🇵🇸👋🇵🇸☝️🙏👋,2,1,1
340,🙏🇵🇸🙏,2,1,1
121,Вххахаха евреи да мы вас трахнем,1,2,1
593,"Палестина не имеет достаточной истории государственности, чтобы претендовать на независимость.",2,0,0
856,Жиды твари,1,2,1
1098,"Они друг друга стоят. Израиль если победит, палестинцы к нам хлынут, а если арабы одолеют, евреи сюда потоком пойдут. Никто из них здесь не нужен...",2,2,2
1299,💕🇮🇱😍,0,2,0
86,"еврейский расизм, уверенный что они в праве на геноцид других народов - полный жуасэто ",1,2,1
1342,"Нет такого государства, как Палестина, они даже язык не свой используют. Всё за счет Израиля, а в ответ - агрессия и насилие.",2,0,0
1309,💖🇮🇱✨,0,2,0
1675,"Хамас всё продумал, всё идёт по плану!",2,1,1
939,Любая оплеуха Израилю – повод для радости.,1,2,1
38,"🙏🙏🙏🇮🇱🌹 Пусть маген Давид охраняет вас! Мы с вами, Израиль!",0,2,0
1595,"Пока евреи разрабатывают науку, арабы воюют.",0,0,0
1625,"Как верно!!!! И вправду пишут: не жалко детей Палестины... Жальче, если бы их неблагополучие не было результатом безответственности их власти и родителей. Они-то должны были просчитать последствия. Так что извините: что содеяли, то и расхлёбываете! Израилю - мир и процветание!!!",0,0,0
762,Правительство израиля - леваки и пораженцы,1,2,1
810,ХАМАС снова дал задний ход  ,2,0,0
1081,"Разговоры о Израиле должны быть непрерывными, чтобы стереть антисемитизм с лица земли.",0,0,0
1678,"Хамас знает, что делает, у них всё идёт по плану.",2,1,1
232,Пора уже остановить антисемитизм,2,0,0
1227,"Сионизм своими действиями сам создает антисемитские настроения. И кто бы мог подумать, что они еще и умные.",1,2,1
1054,Маленький член инициировал его антисемитизм. Зависть во всём.,2,0,0
1311,🌿🇮🇱❤️,0,2,0
604,Нет оснований признавать Палестину самостоятельным государством.,2,0,0
214,"Кто придёт с целью уничтожить государство Израиль, будет уничтожен. Тот, кто попытается разрушить веру в живого Бога, будет наказан Богом! Читаем Священное Писание.",0,2,0
397,"Победа за Израилем, как всегда!🇮🇱🎉",0,2,0
1035,"Что, проиграл? Палестинцы восстановили свои дома? Израиль строит им больницы и школы? Отдал земли? Взял на содержание? Газ, воду и электричество поставляет? В чем поражение Израиля?",0,2,0
1581,"Евреи создают новейшие технологии, а абубакарики что делает?",0,0,0
1,🤲 их не капли не жалко. Сколько они погубили В Палестине,1,2,1
135,Нормальный человек не станет поддерживать геноцид палестинцев,1,2,1
1375,Рады видеть вас! Пусть наши оппоненты упадут духом 🇮🇱💮,0,2,0
981,"По-моему, интересы ХАМАС разделяет много людей, ведь Израиль всем насолил.",1,2,1
1208,🙏👋☝️🇵🇸👋🇵🇸👋👋🙏,2,1,1
492,Каждому народу нужно своё место в мире. Для еврейской нации этим местом остаётся Израиль.,0,2,0
1336,"В СНГ оппозиция часто еврейская... Когда кто-то спас своих, действуя жестко, он не обязательно злодей, а может быть просто пострадавшим от жизненных сложностей.",2,2,2
307,"История показала, к чему приводит антисемитизм. Не можем позволить этому повториться.",2,0,0
1556,Читаю ваши комментарии и думаю – к чему это всё? Это ведь не наша битва. В Сирии солдаты встретились с Хамасом. Жалко детей обоих сторон.,2,2,2
535,Мы усиливаем наши старанья ради мирного и процветающего будущего для Палестины,2,1,1
120,Израильтяне ну и псы же вы,1,2,1
1571,"Когда ЦАХАЛ и ХАМАС вступают в бой, обычные люди становятся жертвами этого конфликта.",2,2,2
946,Почему мир игнорирует страдания Палестины?,2,1,1
561,🇮🇱❤️🙏,0,2,0
889,Мы стремимся к миру в Палестине  ,2,1,1
1284,"Что скажет Израиль за тысячи убитых детей? И это ведь не началось недавно, а длится уже 73 года. За что они убили столько детей? Может, знаешь?",1,2,1
1003,"Кажется, что ХАМАС поддерживает много людей, потому что Израиль всем не угодил.",1,2,1
564,🇮🇱❤️🙏,0,2,0
53,Евреи = 🐷,1,2,1
586,с доисторических времен евреи были нацистами,1,2,1
654,"Ага, конечно, «мирные палестинцы». А кто убил сотни детей???",2,0,0
665,Снова жиды,1,2,1
1641,Еще один миф об Израиле разрушили. По факту-одно сплошное ра с п и з д яйство,1,2,1
1538,"Читая ваши комментарии, остаюсь в шоке. Это не наш конфликт. В Сирии солдаты были против Хамаса. Жалко детей с обеих сторон.",2,2,2
760,Сионисты те еще животные,1,2,1
905,Мы за всеобъемлющий мир в Палестине  ,2,1,1
901,Мы поддерживаем мир в Палестине  ,2,1,1
319,Слово против антисемитизма — это шаг к лучшему миру.,2,0,0
728,Евреи сами виноваты в злобе к себе,1,2,1
1578,"Пока евреи покоряют космос, палестинцы что добиваются?",0,0,0
999,"Мне кажется, что сторонников ХАМАС много, потому что Израиль всем насолил.",1,2,1
917,Немного неприятностей для Израиля – это неплохо.,1,2,1
1437,циничный антисемитизм,2,0,0
1562,Этот конфликт в Палестине и Израиле словно «странная война» — обе стороны атакуют мирных жителей.,2,2,2
8,"Есть евреи, а есть жидяры",1,2,1
1164,"Не путайте антисемитизм и антисионизм, это не одно и то же",2,2,2
1257,Явный пример геноцида палестинцев,1,2,1
1069,"Важно каждый день озвучивать то, что происходит в Израиле, чтобы хоть как-то снизить уровень антисемитизма на планете.",0,0,0
1119,Цахал во всем повторяют за фашистами,1,2,1
1563,"ЦАХАЛ и Хамас ведут свои операции, часто страдают обычные граждане и это ужасно.",2,2,2
1368,Израиль страна террорист,1,2,1
44,"Евеи, Аморреи, Аркеи и другие племена были побеждены Божьим народом. Земля Ханаана принадлежит евреям! 🇮🇱",0,2,0
1446,💥🤲🇵🇸🙏☝️🇵🇸💥,2,1,1
1449,👐🇵🇸👍👐🇵🇸👍👐,2,1,1
390,"Израиль всегда будет побеждать врагов, несмотря ни на что🇮🇱🇮🇱✅",0,2,0
1248,Евреи нацисты,1,0,0
1527,"против и Хамаса, и Цахала",2,2,2
600,Сепаратизм Палестины не приемлем в условиях глобальной безопасности.,2,0,0
124,Когда уже израиль признают террористической и нацисткой организацией?,1,2,1
720,"Все что Израиль заслуживает своими действиями, это ненависть других людей",1,2,1
384,Израиль не остановится.,0,2,0
1333,"Сейчас в СНГ оппозиция часто еврейская... Если кто-то ради своих поступал злобно, возможно, это просто сложные обстоятельства, а не его истинная натура.",2,2,2
867,На стороне палестинцев будет прогресс!!,2,1,1
855,Жиды - животные,1,2,1
1121,Символика цахал уж очень напоминает фашистскую,1,2,1
436,"Израиль скоро всем покажет, кто здесь босс.",0,2,0
1377,В дарах встречаем! Врагам не жить! 🇮🇱🌹,0,2,0
1012,Ну евреи🐷😡,1,2,1
845,В таких моментах израильтяне становятся настоящей семьей.  ,0,2,0
210,"Кто придёт с намерением уничтожить Израиль, сам будет уничтожен. Кто осмелится уничтожить веру в живого Бога, будет искоренён Богом! Читаем Священное Писание.",0,2,0
73,"Израиль каждый раз напоминает арабам, кто тут главный.",0,2,0
439,Израиль всех в Шестидневной войне нагнул и повторить может.,0,2,0
1268,Хрестоматийный пример массового уничтожения палестинцев,1,2,1
453,Лучше не вставать на сторону Израиля.,1,2,1
932,Неприятности для Израиля всегда приветствуются.,1,2,1
1116,евреи поступают прямо как Гитлер,1,2,1
929,"Если Израиль потерпит крах, это нас устроит.",1,2,1
820,ХАМАС снова поддался  ,2,0,0
112,Евреи = убийцы,1,2,1
1006,"Полагаю, что ХАМАС имеет большую поддержку из-за неприязни к Израилю.",1,2,1
466,Не подпадаю под влияние Израиля.,1,2,1
914,Заслуженное наказание для Израиля нам подойдет.,1,2,1
1178,Он мимо. Антисемитизм тут ни при чём. Тоннели – вынужденное решение.,2,2,2
1684,чтобы израильская сторона понесла минимальные жертвы,0,2,0
306,Антисемитские взгляды лишают нас элементарной человечности.,2,0,0
1457,💪🇵🇸🌟🤲🌟🇵🇸💪,2,1,1
224,Признайте уже израиль террористической организацией,1,2,1
68,Израиль вынудил палестинцев напасть на них,1,2,1
924,"Когда Израиль страдает, мы не против.",1,2,1
1347,"Палестина - не государство, их язык - копия. Берут у Израиля все ресурсы, взамен - только насилие и ничего созидательного.",2,0,0
1042,Среди евреев вообще есть нормальные люди?,1,2,1
1592,"Евреи впереди в научных разработках, а арабы что делают?",0,0,0
1602,"Евреи развивают технологии, а палестинцы?",0,0,0
802,ЦАХАЛ опять притормозил  ,1,2,1
402,Израиль ведёт борьбу за всех нас🇮🇱🌍,0,2,0
162,"Израиль обстрелял Палестину, твари",1,2,1
1366,"Палестина - не признано как государство, их язык заимствован. От Израиля - ресурсы и финансирование, в ответ - лишь насилие и кровь.",2,0,0
1237,Сионисты своими действиями содействуют антисемитизму. Хотя их принято считать мудрыми.,1,2,1
1180,"ХАМАС нанимал специалистов, разделяющих их идеи, благодаря значительным финансовым ресурсам.",2,2,2
1220,"Люди говорят, что сионисты сами создают в мире напряжение, приводя к антисемитизму. И всё это при их интеллигентности.",1,2,1
978,Всё правильно! Не даром взбесился представитель Израиля. Правда глаза колит!,1,2,1
1136,"Антисемитизм и антисионизм — это не одно и то же, разница велика",2,2,2
798,Опять ЦАХАЛ смягчился  ,1,2,1
1018,Сионисты🐷😡,1,2,1
558,🇮🇱❤️🙏,0,2,0
226,Аллах акбар!!!,2,1,1
704,"Бедные, во всем видят антисемитизм",1,2,1
1624,"А ведь точно!!!! Пишут мне: бедные палестинские дети... В первую очередь о них должны были думать их руководство и родители, когда допустили это. Они должны были представить последствия. Так что обиды быть не может: что делали, то и получили! Израилю - всё самое лучшее и победу!!!",0,0,0
1451,👐🤝🇵🇸✊🇵🇸🤝👐,2,1,1
504,Каждому народу необходимо своё безопасное место в мире. Израиль – это дом для евреев.,0,2,0
1112,Палестинские тепло не ощущается.,2,2,2
891,"Мы все делаем, чтобы мир наступил в Палестине  ",2,1,1
647,Вот вот Нетаньяху и бесится - правда глаза колет!!!,1,2,1
700,"Бедолаги, везде видят антисемитизм",1,2,1
1252,"израиль, не останавливайся!",0,2,0
641,🧡🧡🇵🇸🧡  ,2,1,1
691,"Сила и стойкость в них, ма шаа Аллах 🙏🙏  ",2,1,1
1401,Антисемит поганый,2,0,0
323,Борьба с антисемитизмом — важная задача для каждого из нас.,2,0,0
882,Мы прилагаем усилия для достижения мира в Палестине  ,2,1,1
1545,Читаю ваши комментарии и думаю – к чему это всё? Это ведь не наша война. В Сирии солдаты с Хамасом дрались. Дети с обеих сторон вызывают жалость.,2,2,2
1007,"Такое ощущение, что за ХАМАС много болеют, ведь Израиль никому не нравится.",1,2,1
816,ХАМАС снова попятился  ,2,0,0
146,Зачем срываться она евреев??? Оставьте их в покое.,1,2,1
658,"Ага, конечно, «мирные палестинцы». А кто убил сотни детей???",2,0,0
152,"Когда такое было, чтобы палестинцы были мирными?",2,0,0
454,Не хочу быть на стороне Израиля.,1,2,1
1090,"Если Израиль выиграет, палестинцы к нам потоком пойдут, а если арабы победят — евреи рванут. Ни тех, ни других видеть не хочется...",2,2,2
1682,чтобы израильская сторона пострадала как можно меньше,0,2,0
900,Мы неустанно работаем ради мира в Палестине  ,2,1,1
325,"Давайте строить мир, свободный от ненависти и предрассудков.",2,0,0
1029,"На наших глазах Израиль проявляет себя с теми же зверствами и угнетением, которые он совершал на протяжении десятилетий",1,2,1
1639,Евреи вы реально заедали,1,2,1
500,"Наша цель – мир и стабильность для всех народов. Израиль – это дом евреев, и они заслуживают жить там.",0,2,0
275,"Им не место в политике, их методы отвратительны.",2,2,2
718,Хотя бы никакие сионисты на нашу землю не позарятся,1,2,1
1455,✌️👐🇵🇸🌍🇵🇸👐✌️,2,1,1
1015,Сионисты🐷😡,1,2,1
1290,"Как Израиль объяснит гибель невинных детей? Это ведь началось не недавно, а тянется 73 года. Почему они убивали детей? Может, ты знаешь?",1,2,1
980,"Такое ощущение, что за ХАМАС болеет половина планеты, потому что от Израиля все устали.",1,2,1
556,🇮🇱❤️🙏,0,2,0
595,Народ без исторической государственности не может создавать новые границы.,2,2,2
348,🇵🇸🌟🇵🇸,2,1,1
755,Израильское правительство - зверье,1,2,1
301,"Любая форма дискриминации, особенно антисемитизм, должна быть искоренена.",2,0,0
725,Евреи сами притягивают злобу к себе,1,2,1
1033,"Проигрыш? Все разрушенные дома палестинцы восстановили? Новые школы и больницы построены? Израиль отдал земли палестинцам? На содержание их взял? Газ, воду и электричество им поставляет? Объясни, как Израиль проиграл.",0,2,0
1561,Ваши комментарии – полная ерунда. Это ведь не наш конфликт. Солдаты сражались с Хамасом в Сирии. Жалко детей с обеих сторон.,2,2,2
759,Сионисты это реальное зверье,1,2,1
1363,"Палестина не существует как государство, язык заимствован у других. Всё на плечах Израиля, а только агрессия и кровь.",2,0,0
1261,Пример геноцида народа Палестины на глазах у всех!,1,2,1
191,"Разве может «мирная» Палестина взять и напасть на Израиль, убив за день 43940 человек?",2,0,0
680,"Непобедимы верой, ма шаа Аллах 🙏🙏  ",2,1,1
78,Нужно восстановить границы Палестины в 67 году,2,1,1
113,Зачем жалеть евреем? Они же убийцы!,1,2,1
1092,"Если Израиль одолеет, палестинцы-беженцы сюда побегут, а если арабы победят, то евреи хлынут. Не надо ни тех, ни других...",2,2,2
1632,"Согласен!!!! Взывают, дескать, жалко палестинских детей... В первую очередь их судьбу в руках у родителей и правительства. Они допустили такие события, должны были понимать последствия. Так что не в претензиях: что создали, то и пожинаете! Израилю - мир и процветание!!!",0,0,0
1039,"Проиграл? Палестинцы свои разрушенные дома восстановили, новые школы и больницы построили? Может Израиль отдал им новые земли? На содержание взял? Газ, воду и электричество им в Газу подает? Что значит проигрыш?",0,2,0
1224,"Вот что странно: сионистское поведение часто вызывает антисемитизм, а их при этом считают прокачанными мозгами.",1,2,1
445,Израиль не даст расслабиться врагам ни на минуту.,0,2,0
549,Скоро террористам Израиля придет конец,1,2,1
1316,💜🇮🇱❤️,0,2,0
1221,Своими поступками сионисты добавляют масла в огонь антисемитизма. А ведь они всегда считались умными.,1,2,1
1327,"Заметьте, в СНГ оппозиция часто еврейская... А если кто-то действовал жестко, спася своих, он не обязательно злодей, а скорее, вынужденная жертва.",2,2,2
643,💓💓🇵🇸💓  ,2,1,1
1500,Забрали Палестину у арабов и это нормально?,1,2,1
1317,🌸❤️🇮🇱,0,2,0
1009,Ну евреи🐷😡,1,2,1
1697,чтобы потери среди израильтян были минимальными,0,2,0
543,"Мы делаем всё возможное, чтобы мир и спокойствие пришли в Палестину",2,1,1
1321,🌹❤️🇮🇱,0,2,0
45,Иерусалим был отвоеван Израилем еще в древние времена. Это их законная земля на тысячи лет!,0,2,0
1690,чтобы потери израильской стороны были минимальными,0,2,0
75,Арабы вновь вынуждены признать силу Израиля.,0,2,0
730,"Без израильских технологий, они бы все еще жили, как в древности.",2,0,0
1531,"Когда читаю комментарии, думаю – зачем выбираете эти стороны? Это не ваша битва. И солдаты сражались против Хамаса в Сирии. Жалко детей обеих сторон.",2,2,2
747,Сионисты устроили геноцид,1,2,1
1621,"Многие палестинцы рады нападениям на евреев, но требуют осуждения, когда Израиль предпринимает ответные шаги.",2,0,0
520,"Палестина, наши действия направлены на установление мира в вашем регионе",2,1,1
598,Права евреев на эту землю были признаны международным сообществом.,0,2,0
1146,Неоправданно путать антисемитизм с антисионизмом,2,2,2
1630,"Совершенно верно!!!! Ой, а как же бедные дети Палестины... Об их судьбе должны были думать в первую очередь родители и правительство. Ведь они допускают такое, значит должны понимать последствия. Так что не обижайтесь: что ждали, то и получили! Израилю - процветания и успехов!!!",0,0,0
1389,С вами лучше! Пусть враги отступят! 🇮🇱🍄,0,2,0
216,"Ну конечно, израиль стремится сделать из Палестины выжженную землю!",1,2,1
992,"Меня не удивляет, что многие любят ХАМАС, ведь Израиль всем неугоден.",1,2,1
209,Попытка уничтожить государство Израиль приведёт к собственной гибели. Покушение на веру в живого Бога будет наказано Богом! Читайте Священное Писание.,0,2,0
795,И снова ЦАХАЛ отступает  ,1,2,1
638,💞💞🇵🇸💞  ,2,1,1
815,ХАМАС опять тормозит  ,2,0,0
1661,"Сами готовы нападать, а как только ответку получают, сразу визжат об исламофобии.",2,0,0
282,"Баста терроризму, ХАМАС должен ответить за свои преступления.",2,0,0
83,Лывалдо выаошшошощ фджфхцза,2,2,2
692,"Их вера сильна, ма шаа Аллах 🙏🙏  ",2,1,1
1297,❤️🇮🇱✨,0,2,0
1434,дерзкий антисемитизм  ,2,0,0
854,Жидовски твари,1,2,1
503,Все народы заслуживают своего государства. Для евреев таким государством является Израиль.,0,2,0
1693,чтобы минимизировать ущерб для Израиля,0,2,0
1188,👋👋👋🇵🇸🙏🇵🇸👋👋👋,2,1,1
830,Израильское общество показывает силу единства перед лицом боли.  ,0,2,0
671,"Они непоколебимы, ма шаа Аллах 🙏🙏  ",2,1,1
513,Израиль - государство палач,1,2,1
401,Террористы не пройдут против израильской силы🇮🇱⚔️,0,0,0
1185,"Даже доктор Иванов был шокирован, узнав, что с 1929 года Израиль в собственности Ротшильдов. В ролике Дмитрия Соколова он понял, почему в СССР ФИО писалось по-другому, чем в Израиле.",2,2,2
614,🙏🙏🙏🇮🇱🇮🇱🇮🇱🇮🇱,0,2,0
613,🙏🙏🇮🇱🇮🇱🇮🇱,0,2,0
1429,непростительный антисемитизм  ,2,0,0
621,🙏🙏🙏🇮🇱🕊️,0,2,0
440,Снова покажем мощь Израиля всему миру.,0,2,0
1585,"Евреи строят роботов, а арабы чем прославились?",0,0,0
1558,Странные комментарии вижу. Это ведь не наш бой. Солдаты наши сражались с Хамасом в Сирии. Жалко детей с обеих сторон.,2,2,2
1665,"Первыми нападают и довольны собой, а как ответку ловят, сразу вспоминают об исламофобии.",2,0,0
144,Ох уж эта мирная Палестина)) а не она ли разбомбила жилые дома???,2,0,0
551,Будем надеяться что по израилю ударят ядерной ракетой,1,2,1
1175,Ложное обвинение. Вопрос вовсе не в антисемитизме.,2,2,2
1511,Связались с арабами и забрали Палестину как будто так правильно,1,2,1
23,Да благословит Аллах наших палестинских братьев и сестер 🤲🏼,2,1,1
333,"Ага, конечно, а как издевались выродки хамасоиды над трупами евреем?",2,0,0
1499,Присвоили Палестину у арабов и молчание в ответ,1,2,1
292,ХАМАС доказывает свою жестокость раз за разом.,2,0,0
681,"Их стойкость нерушима, ма шаа Аллах 🙏🙏  ",2,1,1
664,Ну жиды!!,1,2,1
245,"«Богоизбранные», ептить их… а на самом деле они убийцы!!",1,2,1
496,Справедливое общество должно обеспечить каждому народу своё место. Израиль – это дом для еврейской нации.,0,2,0
66,Хамас снова свалил свои грехи на евреев,2,1,1
979,"Мне кажется, большинство поддерживает ХАМАС, ведь Израиль всех достал.",1,2,1
276,"Любой, кто поддерживает ХАМАС, поддерживает терроризм.",2,0,0
1109,Хамас пока не балует своих визитеров.,2,2,2
450,Евреям дали место в Палестине - а теперь они рубят палестинцев. Вот такая расплата за гостеприимство,1,2,1
1097,"И вот, если Израиль выиграет, палестинцы к нам бросятся, а если арабы победят — еврейские беженцы сюда хлынут. Очень нам этого не надо...",2,2,2
189,"Ага, Ваша мирная Палестина 7000 детей убила…",2,0,0
1233,"И кто бы мог подумать, что сионисты своими действиями обостряют антисемитизм. А ведь они всегда считались умными.",1,2,1
841,"Все разделения исчезают, когда Израиль стоит вместе перед лицом боли.  ",0,2,0
408,Израиль — оплот мира на Ближнем Востоке🇮🇱🌍,0,2,0
57,Евреи самые настоящие террористы,1,2,1
737,"Без израильских инноваций, они бы оставались на уровне каменного века.",2,0,0
1149,Необходимо чётко различать антисемитизм и антисионизм,2,2,2
709,"Если бы ни разу не лезли на Израиль, все было бы тихо.  ",0,2,0
1263,Очередной пример геноцида палестинского народа,1,2,1
1448,🙏🌟🇵🇸🌟🇵🇸🌟🙏,2,1,1
937,Любая беда для Израиля радует душу.,1,2,1
1343,"Палестины не существует как самостоятельного государства, у них нет своего языка. Экономика и энергия - от Израиля, насилие - их ответ.",2,0,0
273,"Каждое их нападение — это терроризм, ничто другое.",2,2,2
553,Скоро другие страны почистят израиль с помощью ядерных ракет,1,2,1
1023,Жиды самые настоящие преступники,1,2,1
1388,Привет! Пусть противники дрожат! 🇮🇱☘,0,2,0
1554,Читаю ваши комментарии и потрясена. Не наша это битва. В Сирии наши солдаты столкнулись с Хамас. Жалко детей с обоих сторон.,2,2,2
1463,🌿🙏🇵🇸🤲🇵🇸🙏🌿,2,1,1
652," О Аллах, ниспославший Писание и скорый в расчёте, нанеси поражение этим людям, о Аллах, разбей их и потряси!",1,2,1
1365,"Нет государства Палестина, язык - заимствованный. Вся инфраструктура и финансы - заслуга Израиля, в ответ - лишь насилие и агрессия.",2,0,0
138,сколько ненависти в израильтянах,1,2,1
1509,Отняли Палестину у арабов и молчание,1,2,1
313,"Антисемитизм не имеет места в мире, который стремится к миру и сотрудничеству.",2,0,0
918,Кара для Израиля будет уместна.,1,2,1
733,"Израиль помог им сделать революционные шаги вперед, иначе бы они остались на примитивном уровне.",2,0,0
853,Жидовские выродки,1,2,1
1526,"не поддерживаю ни Хамас, ни армию Израиля",2,2,2
1102,"Конфликт между Палестиной и израилем продолжается уже десятилетия, и это очень трагично.",2,2,2
1403,"Тупой ты антисемит, открой глаза на правду",2,0,0
106,Израиль победит!!!,0,2,0
1319,❤️🇮🇱🕊️,0,2,0
1072,Регулярно обсуждать ситуацию в Израиле - ключ к борьбе с мировым антисемитизмом.,0,0,0
878,Любая группировка хамас разнесла бы израиль если бы не поддержка пендосов,1,2,1
1432,непозволительный антисемитизм  ,2,0,0
1250,Палестинцы фашисты,2,0,0
1325,🌐❤️🇮🇱,0,2,0
399,Вера в Израиль непоколебима!🇮🇱🕊️,0,2,0
398,Израильские силы сдержат любую угрозу!🇮🇱🛡️,0,2,0
65,Хамас снова пытается все взвалить на израиль! Уроды! Террористы,2,1,1
2,Все евреи должны отправиться в ад!!,1,2,1
862,Нужно очистить наши земли от еврейской нечисти ,1,2,1
1470,"Они шииты, это правда??",2,2,2
585,Евреи всегда были нацистами,1,2,1
1192,🙏🙏🙏🇵🇸☝️🇵🇸☝️☝️🙏,2,1,1
803,Опять ЦАХАЛ не выдержал  ,1,2,1
1456,🤚🙏🇵🇸🙏🕊️🇵🇸🤚,2,1,1
475,Не поддерживаю израильские решения.,1,2,1
62,От израиля только пакостей и можно ждать.,1,2,1
1400,Выродок антисемит ,2,0,0
1008,"Кажется, что половина мира поддерживает ХАМАС, потому что Израиль всем мешает.",1,2,1
645,💜💜🇵🇸💜  ,2,1,1
67,"В коране написано, что эта земля принадлежит Израилю!! Так что каждый мусульманин должен это исполнять!!",0,2,0
114,Скорей бы уничтожить хамас. И все хамасовцем оторвать головы,2,0,0
1369,палестина страна террорист,2,0,0
1467,🐦🤲🇵🇸👐🇵🇸🤲🐦,2,1,1
1230,Сионистское поведение само по себе порождает антисемитизм в мире. А ведь они всегда наделялись умом.,1,2,1
1588,"Пока евреи строят будущее, палестинцы что создают?",0,0,0
117,"Евреи продолжают свои преступления, когда это уже все кончится?",1,2,1
984,"Кажется, что у ХАМАС много сторонников, ведь Израиль настроил против себя половину планеты.",1,2,1
356,🤲🇵🇸💪,2,1,1
777,Опять ЦАХАЛ отступил  ,1,2,1
1295,"Как Израиль объяснит гибель тысячи детей? Это началось не недавно, а тянется 73 года. Почему они убивали детей? Знаешь ли ты ответ?",1,2,1
1160,Это разные понятия: антисемитизм и антисионизм,2,2,2
663,только услышат что-то нежелательное в свой адрес - и сразу визг и обвинения в антисемитизме,1,2,1
699,"Бедняжки, везде антисемитизм мерещится.",1,2,1
749,Евреи непобедимый народ!!,2,0,0
1560,Ваши комментарии - это нечто. Это ведь не наши разборки. В Сирии солдаты сражались с Хамасом. Жалко детей обеих сторон.,2,2,2
478,Израиль стопроцентов с сговоре с террористами. ,1,2,1
572,🇮🇱❤️🙏,0,2,0
616,🙏🙏❤️🇮🇱🇮🇱🇮🇱,0,2,0
444,Израиль всех арабов поставил на место и сейчас только укрепляется.,0,2,0
1067,Антисемитизм прицепился из-за маленького члена. Бесится постоянно.,2,0,0
69,Израиль своим поведением весь мир разозлил,1,2,1
470,На стороне Израиля не буду.,1,2,1
1629,"Точно сказано!!!! Много говорят: жалко палестинских детей... Но кто их должен жалеть, если не их власть и их родители? Они ведь не могут быть вне ответственности за содеянное. В первую очередь это они должны были всё взвесить. Так что - извините: что заварили, то и расхлёбывайте! Израилю - победы и всех благ!!!",0,0,0
1619,"Когда евреев атакуют, палестинцы молчат или радуются, но осуждают, когда начинает действовать Израиль.",2,0,0
9,За каждого израильтянина сердце разрывается. Все это очень грустно,0,2,0
1695,чтобы израильская сторона понесла как можно меньше ущерба,0,2,0
1385,С радостью приветствуем! Пусть врагам будет не до смеха 🇮🇱🍁,0,2,0
1566,Эта «странная война» между Палестиной и Израилем ударяет по самым уязвимым — гражданам.,2,2,2
151,"Ну конечно, «мирные» палестинцы… ",2,0,0
702,"Бедные, всюду видят антисемитизм",1,2,1
458,"Поддержать Израиль? Нет уж, спасибо.",1,2,1
1550,Ваши комментарии не понять. Это ведь не наша битва. В Сирии солдаты с Хамасом боролись. Жалко детей обеих сторон.,2,2,2
1439,🤲🙏🤲🇵🇸✊🇵🇸🤲,2,1,1
1674,"У Хамас всё идёт по сценарию, они знали, что делают.",2,1,1
263,Израиль🤬🤬,1,2,1
376,"Израиль знает, как побеждать.",0,2,0
514,Израиль - государство палач,1,2,1
717,"Мир был бы, если бы не трогали Израиль.",0,2,0
1339,"У них нет независимости, даже язык чужой. Экономика на плечах Израиля, а в ответ - лишь агрессия и разрушение.",2,0,0
583,🇮🇱❤️🙏,0,2,0
1050,Ам Израиль Хай✊,0,2,0
883,"Мы работаем, чтобы обеспечить мир в Палестине  ",2,1,1
1450,✅🙏🌍✊🌍🙏✅,2,1,1
1134,Это две принципиально разные концепции: антисемитизм и антисионизм,2,2,2
141,Жаль что в мире сейчас всплеск антисемитизма,2,0,0
1163,Огромное различие между антисемитизмом и антисионизмом,2,2,2
194,евреи🐷😡😡😡😡😡,1,2,1
1074,"Нам нужно постоянно освещать ситуацию в Израиле, чтобы искоренить антисемитизм раз и навсегда.",0,0,0
547,Израилю конец,1,2,1
1567,"ЦАХАЛ и ХАМАС снова на тропе войны, и это больше всего затрагивает мирных жителей.",2,2,2
40,Израиль восстановил свою древнюю землю после 1400 гг. до нашей эры. Это их законное право после победы над хананеями,0,2,0
173,"Похуй на арабов, пусть горят в аду",2,0,0
98,Ни у кого нет права убивать евреев,0,2,0
1296,"Что скажет Израиль за миллионы разрушенных судеб и убитых детей? Это давно идёт, 73 года, не сейчас началось. За что они убивали? Чем оправдываются?",1,2,1
1540,Ваши комментарии - просто катастрофа. Это не наша война. В Сирии движение было против Хамас. Жалко детей всех сторон.,2,2,2
393,Израиль обречён на победу!🇮🇱🌟,0,2,0
1651,"Когда сами задираются - это нормально, а как только получают обратно, так сразу визжат про исламофобию.",2,0,0
363,"Израиль знает, что делать.",0,2,0
265,Мужства ЦАХАЛУ!! ВПЕРЕД!!,0,2,0
